x,y,yaw
0.5751909081536648,0.928849799505397,0.009749198121296482
0.5785418515448093,0.9155115684909128,0.012636858984717681
0.5822876820703855,0.9041739609221093,0.011673429674571523
0.5891520206758006,0.8907259258001748,0.012327953832177229
0.600136091571421,0.8771456435810709,0.011798888760733208
0.6113302591825611,0.8630596107341523,0.012315758519399367
0.618270786239689,0.8553723754201172,0.01215540600098431
0.6278878111182556,0.8399252948624922,0.010354831960670552
0.6368768553078769,0.8251038972080271,0.00825957698862512
0.6458982842969723,0.8081640708637877,0.009377945674007732
0.650743276052975,0.7982995359860401,0.01014658887344578
0.6599207332821112,0.7807424302842476,0.009556546082364115
0.6671930583486376,0.7644401248530335,0.009214839008983238
0.6764171144628562,0.7468722042513208,0.009879791413469619
0.6836799026584126,0.7314341600357285,0.00943458618231485
0.6877606929155404,0.7214100294273268,0.009451988619300968
0.694505766492297,0.7042057745136394,0.009435664999039696
0.6982188151776327,0.6941657491090071,0.009446113823040841
0.7052192619811901,0.6771511999186534,0.009182766677275911
0.7131085742245326,0.6586979483258711,0.007602504820864553
0.7196695508877174,0.6418788105793867,0.006998913965761137
0.722787928411453,0.6323260010146109,0.00676886230232121
0.7299090255530929,0.6152592589864416,0.007006514170537326
0.7339473568376245,0.6050396822353924,0.005848166160415502
0.7380700845628295,0.5876992128124015,0.0042250060330402146
0.7376420466597068,0.5706388251353769,0.005574847894112001
0.7361585008964902,0.5548089328001491,0.004954219664223382
0.7361228677025048,0.543637376720959,0.00664109758946552
0.7371228552335212,0.5258560515375227,0.004822922719208479
0.7379740684798901,0.5073074140299725,0.004731777598698805
0.7384227022916688,0.4882736510861746,0.0033076698131702118
0.737611161102483,0.4703020598592356,0.006029869197518245
0.737909812924182,0.45272782642231607,0.004082066268116691
0.7384967315702684,0.4337482708321404,0.004217139837222386
0.7383881588118143,0.41791690334524373,0.0024854291369038593
0.7380447591232538,0.40048574596496234,0.0038161497125406302
0.7375531654162651,0.3874875367844701,0.002460644065271468
0.7376356590267139,0.3750966847488266,0.0033319981820909583
0.7397566832982717,0.3624903088566157,0.0008863788023751873
0.7382880777423695,0.34985921586006175,-0.001255979983512124
0.7381462100048232,0.3395485946963152,-0.0038673088049989697
0.7398872419126877,0.32952625712021144,0.0010839367403714384
