x,y,yaw
0.806201113110165,0.6154950025298451,0.029890706626082068
0.7914846772488867,0.6139098807169227,0.028348614773271663
0.7778138757221222,0.6128236631698766,0.03410603863306782
0.7657163953129938,0.6152560078169266,0.03010618117121669
0.7491367857813318,0.6158075424751448,0.028794864087532644
0.7331920284004059,0.6154558397391584,0.030899841768173158
0.7190066295325492,0.6158191453169586,0.030575338954951455
0.7042096276183283,0.6162074995414829,0.030548993149093658
0.689202898744896,0.6167853554013452,0.03008030664584907
0.6747995986107909,0.6168508815400346,0.030976972837126752
0.6595988053056211,0.619125572381938,0.03153479629518241
0.6441133073211446,0.621923072464309,0.03185848617779819
0.6302038913709621,0.6246607841222147,0.03228846311406744
0.614589216982202,0.6273976024619773,0.03103666661522373
0.5984943722478858,0.6295406630943512,0.029315415231604178
0.5822847061256724,0.628922126615356,0.031352319201457764
0.5675093226752165,0.6286417949850155,0.03185894352919583
0.5520706227712866,0.6285738328839079,0.031112066285508
0.5369680543918248,0.6285195074341585,0.03097322394775226
0.521407658767209,0.62866092394401,0.03133187240686119
0.505488512856541,0.6285818196755463,0.030471889001727277
0.4911188051825348,0.6280511669935965,0.031888219033722215
0.4747975067008462,0.6277565099198593,0.03170364295470619
0.4592714629985159,0.62764856023556,0.03186606287982748
0.4448021390068471,0.6275105028101505,0.03193494039282774
0.43318867253523335,0.6276540805745995,0.031936589415357396
0.4448254960546591,0.6221166160898001,0.04012752341629877
0.45778059148513817,0.6198824260960961,0.04236188962024067
0.47442351399587046,0.6179536521982928,0.04713721858284806
0.48924665093704006,0.6189459023261425,0.04469888220537044
0.5056007221654503,0.6201340258176248,0.04347979857833507
0.5216782758750308,0.6206291235552227,0.04193292364290313
