x,y,yaw
0.9839775949797478,-0.7004833153880977,-1.652949650633335
0.9817727952139087,-0.7107888435173091,-0.5097119903627182
0.9726085196883703,-0.7149555951508264,-0.4333636212016492
0.9609310052683762,-0.7204443594569259,-0.1786873396909054
0.9540096225392108,-0.7125379107138928,0.21238260929547753
0.949661785089873,-0.7025586710547078,0.6323607300091044
0.9596257694682946,-0.7072265924078958,0.9760304957763475
0.9710088666784262,-0.6978038833174045,1.148489152282332
0.9805664751553209,-0.6879543340309795,1.3533215824521232
0.9884689830923595,-0.6808525685438473,1.4716888028679462
1.0063467116188913,-0.6724429738247275,1.613785698711738
1.009931839867436,-0.6595377277666727,1.6096350281536578
1.0015438504493024,-0.6501827082725373,1.622133982830761
