x,y,yaw
0.2524693748778358,0.3175683683123018,-1.2144255556734158e-06
0.2654996251628513,0.3169135142047815,0.003115454044926302
0.2759269214233435,0.3170378690392246,-0.0005950832696641761
0.2876596318843535,0.31495866105897946,-3.5450403210735025e-05
0.29885269639946754,0.31511171196145576,-0.0002648699908975871
0.31147079956709345,0.31610085160731166,-0.0011411929337143967
0.32467195096543094,0.3159723272464336,-0.0006826886275841378
0.3387284548622663,0.31541139329337886,-0.0007569128385922498
0.3516270602552875,0.3162067514644338,-0.001866753760138008
0.3635045555101594,0.31784075345220125,-0.0018874435594078422
0.375120587317284,0.3183818299617259,-0.002277926206782244
0.3883666287391157,0.31852843487909777,0.00041336757871190954
0.4015478215491856,0.3199698085523113,-0.0006475316729388504
0.41427405222581054,0.3217400073962917,-0.004229472818480852
0.4245657464551273,0.323412423604312,-0.001809622005017442
0.43553550180386974,0.3219263964447781,-0.007982215610509165
0.44675728224135164,0.32455768367271426,-0.03292853102525407
0.4579268214285954,0.33031248637997496,-0.05525231525811369
0.4657523845138351,0.33675596853049367,-0.08092247281489315
0.4715601990058764,0.34722571424473575,-0.11950839788773626
0.47288431747882254,0.3579869647666963,-0.17029255043456484
0.4725144455356642,0.3694195948379503,-0.21759516241087826
0.47505201017029547,0.3844453738962869,-0.3330873735168445
0.4811042775186974,0.397583579238376,-0.40545435576224254
0.4928613636029455,0.40635494963489044,-0.4670273483694894
0.502081695442145,0.4116569955951096,-0.5062502166871999
0.519030106938602,0.4185731972900869,-0.5741203705265326
0.5369398355280025,0.4227737811264463,-0.6429807527984842
0.5552677395422845,0.4280501801710344,-0.7158436586722332
0.5711366071245848,0.4341241496253894,-0.7935156139868638
0.5845631543984978,0.4439689615941784,-0.8653608486673986
0.5953606395152578,0.45529514305476687,-0.9298464336800376
0.6076104584574384,0.46557842956819395,-1.0039921626427197
0.6211675803530977,0.4729377496454461,-1.074122324322387
0.6343055145795258,0.47909668184969195,-1.1475573316696994
0.6497241990887045,0.48619872368189687,-1.222077384784845
0.6630795847703248,0.4932466095284467,-1.294699710036121
0.6713351743968331,0.498897204984295,-1.3606708487964039
0.6799927414213344,0.5055167919657313,-1.446153532779253
0.689611488874363,0.5160600593128851,-1.5457066788826987
0.6784471260444593,0.5166334534913283,-1.5746448078530795
0.6667487365266056,0.5180928916020848,-1.5746813084431734
0.6608750638941903,0.5056215072215028,-1.5807588194967819
0.6610357098192178,0.4951670971241302,-1.5811932738604404
0.6609671444023136,0.480039747690829,-1.5814264269488663
0.6619286842292956,0.467084149354939,-1.5791776481613933
0.6613005966805116,0.4510584983036919,-1.5512515005032237
0.6624198697082644,0.4401391692686954,-1.5476951584852612
0.662299386229134,0.4300388940391164,-1.5450315297026578
0.6618953515706185,0.4195156341152486,-1.5467298379770895
0.6645767308649102,0.4098428523731786,-1.5460528241472222
